id,manufacturer,model,icao24,callsign,origin_country,altitude_m,velocity_ms,estimated_fuel_burn_kg_h,estimated_co2_kg_h,captured_at,loaded_at
1,Boeing,737NG 84P/W,4acb02,NSZ2863,Sweden,4762.5,247.65,2400,7584,2026-08-17 19:45:01,2026-08-17 20:37:37.750911
2,Airbus,A321,471efd,WMT3639,Hungary,10980.42,223.08,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
3,Airbus,Airbus A319 132,3c5ee5,EWG33N,Germany,10378.44,215.5,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
4,Airbus,A319 132,3c5ee4,EWG32G,Germany,11590.02,187.05,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
5,Airbus,A319 132,3c5ee3,EWG967,Germany,11079.48,191.02,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
6,Airbus,A319 132,3c5ef6,EWG6VJ,Germany,30.48,65.34,2300,7268,2026-08-17 20:36:50,2026-08-17 20:37:37.750911
7,Airbus,A321 271NXSL,46b82a,AEE712,Greece,4960.62,188.67,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
8,Airbus,A321 271NXSL,46b82b,AEE927,Greece,10995.66,222.67,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
9,Airbus,A319 132,3c5eec,EWG8CK,Germany,3688.08,171.24,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
10,Airbus,Airbus A319 132,3c5eeb,EWG65DM,Germany,10980.42,223.86,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
11,Airbus,A320-214,440219,EJU16CF,Austria,1889.76,116.1,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
12,Airbus,A320-216,44022b,AUA380,Austria,10302.24,215.66,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
13,Airbus,A320 214,343194,VLG53DB,Spain,342.9,84.31,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
14,Airbus,A321 111,393323,AFR62AP,France,2407.92,136.94,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
15,Airbus,A320 216SL,34448d,IBS17ME,Spain,9456.42,255.91,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
16,Airbus,A319 132,3c5eee,EWG6PR,Germany,1577.34,128.79,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
17,Airbus,A320 214,343141,IBS1835,Spain,3390.9,144.57,2500,7900,2026-08-17 20:35:40,2026-08-17 20:37:37.750911
18,Airbus,A320 232SL,471f86,WMT761,Hungary,10980.42,223.69,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
19,Airbus,Airbus A321 231SL,471f6a,WZZ8603,Hungary,11277.6,248.27,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
20,Airbus,Airbus A321 231SL,471f6e,WMT2S,Hungary,1409.7,140.58,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
21,Airbus,A321 231SL,471f6b,WMT7WQ,Hungary,11285.22,243,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
22,Airbus,A320 214,34444b,IBE0591,Spain,8206.74,229.02,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
23,Airbus,A321 231SL,471f68,WMT4GW,Hungary,3604.26,180.85,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
24,Airbus,A321 231SL,471f69,WMT6532,Hungary,5029.2,153.01,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
25,Airbus,A321 231SL,471f66,WMT5356,Hungary,9829.8,216.68,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
26,Airbus,A321 231SL,471f64,WMT6108,Hungary,10972.8,181.4,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
27,Airbus,A321 231SL,471f65,WMT2U,Hungary,419.1,75.65,2700,8532,2026-08-17 20:37:24,2026-08-17 20:37:37.750911
28,Airbus,Airbus A321 231SL,471f62,WZZ4MN,Hungary,10363.2,232.73,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
29,Airbus,A321 231SL,471f63,WZZ28XF,Hungary,10980.42,229.61,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
30,Airbus,Airbus A321 231SL,471f77,WMT3KF,Hungary,1028.7,87.7,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
31,Airbus,A321 231SL,471f71,WMT7PV,Hungary,10370.82,190.83,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
32,Airbus,A321 231SL,471f70,WZZ311,Hungary,10965.18,210.66,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
33,Airbus,A320 232SL,471f5d,WZZ254A,Hungary,9883.14,191.44,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
34,Boeing,737 322,742838,JAV271,Jordan,1546.86,110.66,2400,7584,2026-08-17 20:32:22,2026-08-17 20:37:37.750911
35,Airbus,A320-232,471f58,WMT3AS,Hungary,7307.58,233.67,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
36,Airbus,A320 232,471f55,WMT2117,Hungary,11277.6,247.25,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
37,Boeing,B747-830,3c4b28,DLH506,Germany,2247.9,149.44,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
38,Boeing,747 830,3c4b2e,DLH510,Germany,6019.8,227.38,10000,31600,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
39,Airbus,A320 216,3430cd,VOE2757,Spain,11087.1,199.39,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
40,Airbus,A320 216,3430cc,VLG1226,Spain,5562.6,199.21,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
41,Airbus,A320 216,3c4b4e,EWG5T,Germany,4130.04,172.78,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
42,Airbus,A320 216,3c4b4c,EWG3LU,Germany,10363.2,225.05,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
43,Airbus,A320 232,3443d1,VLG795A,Spain,11277.6,240.74,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
44,Airbus,A320 232SL,3443d2,VLG93XN,Spain,8260.08,221.8,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
45,Boeing,737-8JP,4aca05,NSZ7DE,Sweden,11582.4,219.22,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
46,Boeing,Boeing 737-8JP,4aca08,NSZ1LY,Sweden,11277.6,253.16,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
47,Boeing,737-8JP (W),4aca13,NSZ3211,Sweden,11582.4,234.76,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
48,Boeing,Boeing 737-8AS (W),4aca15,NSZ5273,Sweden,9441.18,215.89,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
49,Boeing,Boeing 737-8JP (W),4aca0b,NSZ5GT,Sweden,11277.6,253.27,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
50,Boeing,Boeing 737-8JP,4aca46,NSZ4354,Sweden,11277.6,235.42,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
51,Airbus,A319-111,44034b,EJU79UB,Austria,10660.38,244.95,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
52,Boeing,737-8JP,4aca4a,NSZ60X,Sweden,11277.6,236.44,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
53,Airbus,A319-111,44033e,EJU64GE,Austria,10980.42,226.05,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
54,Airbus,A319 111,34324e,IBE04LK,Spain,2415.54,153.86,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
55,Boeing,747 430,3c4ad5,DLH780,Germany,3345.18,198.46,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
56,Airbus,A320 214,34454b,VLG19XM,Spain,,1.03,2500,7900,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
57,Airbus,A320 214,34454a,VLG6628,Spain,-15.24,10.8,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
58,Boeing,BOEING 737-8Z9,4068f5,EXS47W,United Kingdom,10972.8,229.06,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
59,Airbus,A320-214,440090,EJU1857,Austria,9326.88,251.71,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
60,Boeing,737NG 8BK/W,738061,ELY282,Israel,11277.6,250.59,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
61,Boeing,737NG 858/W,738063,ELY344,Israel,8686.8,243.83,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
62,Boeing,737NG 86Q/W,738069,ELY397,Israel,2278.38,136.76,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
63,Boeing,BOEING 737-36N,4068cb,EXS3WY,United Kingdom,10363.2,214.49,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
64,Boeing,737NG 8Q8/W,73806a,ELY322,Israel,11277.6,263.52,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
65,Airbus,A319-111,440065,EJU42DL,Austria,11894.82,242.31,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
66,Boeing,737NG 958ER/W,738053,ELY546,Israel,10668,253.14,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
67,Airbus,A320 214,440052,AUA836,Austria,5692.14,191.19,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
68,Boeing,737NG 8Z9/W,738058,ELY374,Israel,10363.2,223.66,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
69,Boeing,737NG 958ER/W,738056,ELY364,Israel,8343.9,237.77,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
70,Boeing,737NG 800/W,3453c1,AEA34NW,Spain,5334,190,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
71,Airbus,A321 211,440039,AUA25Y,Austria,6842.76,231.76,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
72,Boeing,737NG 85P/W,344297,AEA45AU,Spain,419.1,95.33,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
73,Airbus,AIRBUS A319-111,405631,EZY32RH,United Kingdom,,14.4,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
74,Boeing,737NG 83N/W,4891b3,ENT7131,Poland,11269.98,211.97,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
75,Boeing,737NG 8CX/W,4891ab,ENT2UJ,Poland,2385.06,143.6,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
76,Boeing,737NG 8BK/W,4891b8,ENT6063,Poland,11574.78,185.84,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
77,Airbus,AIRBUS A320-232,40697c,EFW42YR,United Kingdom,5516.88,192.87,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
78,Boeing,BOEING 737-85F,406900,EXS29B,United Kingdom,876.3,77.31,2400,7584,2026-08-17 20:34:03,2026-08-17 20:37:37.750911
79,Airbus,A380 861,89618e,UAE1J,United Arab Emirates,11277.6,280.3,11500,36340,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
80,Boeing,747 830,3c4b21,DLH572,Germany,6172.2,263.28,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
81,Boeing,737NG 8E0 BBJ2,89615a,DUB8,United Arab Emirates,6278.88,231.32,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
82,Airbus,AIRBUS A320-214,40690a,EZY59FM,United Kingdom,10988.04,221.81,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
83,Airbus,AIRBUS A320-214,406909,EZY27MU,United Kingdom,7482.84,202.38,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
84,Airbus,A320-252N,39dd49,CCM29ST,France,8450.58,9.26,2500,7900,2026-08-17 20:36:32,2026-08-17 20:37:37.750911
85,Airbus,A319-111,440181,EJU79JH,Austria,1226.82,129.43,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
86,Boeing,737-8JP,47878c,NOZ19S,Norway,11285.22,220.27,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
87,Airbus,A319-111,440172,EJU7108,Austria,10058.4,222.76,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
88,Airbus,A319-111,440170,EJU85EQ,Austria,,0,2300,7268,2026-08-17 20:37:19,2026-08-17 20:37:37.750911
89,Boeing,737NG 8JP/W,47875a,NOZ1263,Norway,10972.8,225.65,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
90,Boeing,Boeing 737-490F,440118,TAY2MN,Austria,10363.2,222.3,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
91,Boeing,737-490(SF),440102,TAY4PO,Austria,7917.18,198.17,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
92,Airbus,A330 343E,4bb1e7,THY3DK,Turkey,12496.8,233.41,5000,15800,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
93,Boeing,777 31HER,89621a,UAE35Q,United Arab Emirates,,7.72,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
94,Airbus,A320 214,343046,VLG52SD,Spain,4114.8,197.55,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
95,Boeing,777 31HER,89620b,UAE150,United Arab Emirates,579.12,123.16,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
96,Boeing,Boeing 787-9,7380c2,ELY024,Israel,11742.42,297.56,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
97,Boeing,737-9 MAX,4bb324,THY1LX,Turkey,11277.6,241.07,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
98,Airbus,A319-111,345612,VOE96TM,Spain,8724.9,201.91,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
99,Airbus,A320-251N,4079f7,BAW378,United Kingdom,8709.66,228.9,2500,7900,2026-08-17 20:37:24,2026-08-17 20:37:37.750911
100,Boeing,BOEING 737-85P,4066b9,EXS72LO,United Kingdom,1539.24,106.31,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
101,Airbus,A320 232SL,3451d4,VLG45LW,Spain,11262.36,251.96,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
102,Airbus,A320 214,02010d,MAC132G,Morocco,10561.32,231.19,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
103,Airbus,A320-214,020118,MAC378R,Morocco,,5.66,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
104,Boeing,BOEING 737-36Q,4066fa,EXS27VY,United Kingdom,10363.2,209.46,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
105,Airbus,A320 214,44cdce,BEL2653,Belgium,,7.72,2500,7900,2026-08-17 20:36:49,2026-08-17 20:37:37.750911
106,Airbus,A320-214,44cdcd,BEL1PA,Belgium,10363.2,215.67,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
107,Airbus,A320 200,44cdcb,BEL7BK,Belgium,10972.8,220.15,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
108,Boeing,BOEING 737-8K5,4066ce,TOM30W,United Kingdom,11590.02,208.71,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
109,Boeing,737NG 8K2/W,3964f4,TVF55VU,France,,10.29,2400,7584,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
110,Boeing,787 9,896409,ETD88C,United Arab Emirates,3040.38,171.07,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
111,Airbus,A320 214,44cdc9,BEL6FA,Belgium,9753.6,222.37,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
112,Airbus,A320 214,44cdc8,BEL5BJ,Belgium,9997.44,212.75,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
113,Airbus,A320 214,44cdc6,BEL6DN,Belgium,10972.8,207.22,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
114,Airbus,A320 214,44cdc2,,Belgium,10972.8,215.22,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
115,Airbus,A320-214,44cdca,BEL29D,Belgium,426.72,70.48,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
116,Airbus,A320 214SL,020124,MAC124,Morocco,7284.72,208.05,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
117,Airbus,A320-214,020145,MAC468,Morocco,11277.6,247.22,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
118,Boeing,787 8,8005f0,AIC156,India,11879.58,260.08,5500,17380,2026-08-17 20:37:19,2026-08-17 20:37:37.750911
119,Airbus,A321 231SL,345359,VLG61XZ,Spain,952.5,82.7,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
120,Boeing,787 8,345353,EC MOM,Spain,,4.12,5500,17380,2026-08-17 20:33:17,2026-08-17 20:37:37.750911
121,Airbus,A319 112,44ce79,BEL9WB,Belgium,685.8,72.79,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
122,Airbus,AIRBUS A320-232,405457,EFW7JD,United Kingdom,365.76,69.02,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
123,Airbus,A319 111,44ce6c,BEL5LC,Belgium,10363.2,203.76,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
124,Airbus,A319 111,44ce6a,BEL5PR,Belgium,7.62,65.36,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
125,Airbus,A320 232SL,345313,VLG3UM,Spain,10668,245.95,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
126,Airbus,AIRBUS A320-214,406753,EZY69KE,United Kingdom,4617.72,169.74,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
127,Airbus,AIRBUS A320-214,406752,EZY94KU,United Kingdom,11590.02,199.72,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
128,Boeing,777 31HER,89630e,UAE58,United Arab Emirates,11277.6,274.18,7500,23700,2026-08-17 20:28:49,2026-08-17 20:37:37.750911
129,Airbus,A319 112,44ce72,BEL2SJ,Belgium,944.88,102.84,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
130,Boeing,737NG 8B6/W,0200fb,RAM271,Morocco,11277.6,214.39,2400,7584,2026-08-17 20:37:24,2026-08-17 20:37:37.750911
131,Boeing,737NG 86N/W,0200ed,RAM781S,Morocco,10668,248.7,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
132,Boeing,787 8,80073a,AIC2028,India,11879.58,253.26,5500,17380,2026-08-17 20:37:24,2026-08-17 20:37:37.750911
133,Boeing,737NG 8B6/W,0200af,RAM691T,Morocco,10256.52,198.46,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
134,Boeing,787 8,80073f,AIC142,India,11277.6,273.96,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
135,Boeing,777F28,ac25c4,FDX32,United States,9753.6,230.48,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
136,Boeing,737NG 8Q8/W,489220,ENT754,Poland,11277.6,234.8,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
137,Boeing,777 31HER,8963d5,UAE7DN,United Arab Emirates,,0,7500,23700,2026-08-17 20:37:16,2026-08-17 20:37:37.750911
138,Boeing,777 31HER,8963d3,UAE2X,United Arab Emirates,10668,262.59,7500,23700,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
139,Boeing,737NG 8K2/W,484ee4,KLM57C,Kingdom of the Netherlands,11277.6,269.89,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
140,Boeing,737NG 8K2/W,484ee5,KLM27F,Kingdom of the Netherlands,4229.1,205.94,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
141,Airbus,A380 861,8963e7,UAE93P,United Arab Emirates,5394.96,240.65,11500,36340,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
142,Boeing,BOEING 787-8 Dreamliner,4067f6,TOM5BM,United Kingdom,12496.8,269.28,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
143,Boeing,BOEING 737-8K5,4067f0,TOM3LY,United Kingdom,11582.4,224.14,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
144,Airbus,A320 251NSL,4ac9e2,SAS55A,Sweden,11887.2,232.2,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
145,Boeing,737NG 8B6/W,020058,RAM767D,Morocco,11887.2,226.6,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
146,Boeing,737NG 8B6/W,02005b,RAM969C,Morocco,11887.2,218.17,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
147,Airbus,A320 214,344099,VLG6016,Spain,11277.6,240.96,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
148,Airbus,A320 232SL,345398,VLG74GB,Spain,10325.1,227.11,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
149,Airbus,A320 214SL,896497,MAC347L,United Arab Emirates,10972.8,240.42,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
150,Airbus,A320 214,344157,VLG8356,Spain,11285.22,229.35,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
151,Airbus,A320 214,344158,VLG5KB,Spain,9448.8,232.2,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
152,Airbus,A380 861,89645b,UAE4,United Arab Emirates,6332.22,243.45,11500,36340,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
153,Boeing,737NG 8K2/W,484f6c,TRA98F,Kingdom of the Netherlands,11582.4,210.16,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
154,Boeing,Boeing 737NG 8K2/W,484f6d,TRA82P,Kingdom of the Netherlands,30.48,76.2,2400,7584,2026-08-17 20:34:20,2026-08-17 20:37:37.750911
155,Boeing,737NG 77W/W BBJ,896449,ROJ008,United Arab Emirates,11277.6,241.87,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
156,Boeing,Boeing 777-31H(ER),896454,UAE29U,United Arab Emirates,11277.6,262.64,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
157,Airbus,AIRBUS A320-232,40688a,BAW720,United Kingdom,9677.4,220.01,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
158,Airbus,A380 861,896461,ETD3AG,United Arab Emirates,8138.16,262.02,11500,36340,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
159,Boeing,777 FFX,896442,ETD914,United Arab Emirates,10668,270.68,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
160,Boeing,737NG 8K2/W,484f18,KLM1145,Kingdom of the Netherlands,7528.56,217.63,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
161,Boeing,737NG 7K2/W,484f06,KLM1301,Kingdom of the Netherlands,9570.72,230.54,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
162,Boeing,737NG 82R/W,4b8750,PGT31ZK,Turkey,10668,241.59,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
163,Boeing,777-300(ER),485ecc,KLM807,Kingdom of the Netherlands,10058.4,258.99,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
164,Airbus,A320 214,3c49c8,EWG1UZ,Germany,2887.98,146.5,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
165,Airbus,A320 214,3c49cb,EWG6NG,Germany,11277.6,255.16,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
166,Airbus,A320 214,3c49cc,EWG4J,Germany,11277.6,226.85,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
167,Airbus,A320 214,3c49d5,EWG72F,Germany,11582.4,224.88,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
168,Airbus,A321-251NX,4077e0,BAW970,United Kingdom,1432.56,128.51,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
169,Boeing,787 9,8964bf,,United Arab Emirates,,1.29,5500,17380,2026-08-17 20:32:14,2026-08-17 20:37:37.750911
170,Boeing,BOEING 737-8K5,4064a4,TOM9JL,United Kingdom,11277.6,253.03,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
171,Airbus,A319 112,345084,VLG89PM,Spain,624.84,93.42,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
172,Boeing,Boeing 787-9,40787a,TOM76D,United Kingdom,10949.94,217.75,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
173,Airbus,A350 941,780ac8,CPA256,China,10972.8,286.43,5700,18012,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
174,Boeing,737NG 8K2/W,484c5a,TRA37R,Kingdom of the Netherlands,10363.2,225.89,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
175,Airbus,A321-251NX,34644c,IBS1513,Spain,11269.98,218.1,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
176,Airbus,A320-251N,346458,IBE07LD,Spain,10965.18,228.18,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
177,Airbus,A320 214,461f6a,FIN5UP,Finland,9098.28,3.71,2500,7900,2026-08-17 20:27:19,2026-08-17 20:37:37.750911
178,Airbus,A319 112,345101,VLG51NL,Spain,8694.42,247.95,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
179,Airbus,A319 112,345102,VLG65ST,Spain,10675.62,246.88,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
180,Airbus,A320 214,461f63,FIN1EZ,Finland,11582.4,226.25,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
181,Airbus,A320 214,461f65,FIN6AK,Finland,11879.58,0.9,2500,7900,2026-08-17 20:31:45,2026-08-17 20:37:37.750911
182,Airbus,AIRBUS A320-232,406532,BAW777C,United Kingdom,1432.56,96.64,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
183,Boeing,777-FS2,abf0c7,FDX8,United States,10058.4,275.68,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
184,Boeing,777 32WER,e48df6,TAM8071,Brazil,8839.2,247.66,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
185,Airbus,AIRBUS A319-131,400f9a,BAW94DL,United Kingdom,5966.46,222.23,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
186,Airbus,AIRBUS A319-131,400f99,BAW998,United Kingdom,11292.84,245.91,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
187,Boeing,Boeing 787 9,8964c1,ETD104A,United Arab Emirates,10363.2,251.02,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
188,Airbus,A319 112,461f39,FIN6TF,Finland,11582.4,233.19,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
